ActivityIdentifier,CollectionDate,Latitude_dd,Longitude_dd,SiteNumber,chem_Azinphos-methyl,chem_Carbaryl,chem_Chlorpyrifos,chem_Diazinon,chem_Dieldrin,chem_Malathion,chem_Methyl parathion,chem_Thiobencarb,chem_Trifluralin,chem_gamma-HCH (Lindane)
nwisut.01.00000431,2000-04-14,40.66430556,-111.898861,USGS-10168000,5e-04,0.051,0.0065,0.0891,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000432,2000-04-14,40.66430556,-111.898861,USGS-10168000,5e-04,0.294,0.02,0.139,5e-04,0.02,0.003,0.001,0.002,0.002
nwisut.01.00000433,2000-04-14,40.66430556,-111.898861,USGS-10168000,5e-04,0.411,0.002,0.106,5e-04,0.03,0.003,0.001,0.0025,0.0045
nwisut.01.00000434,2000-04-14,40.66430556,-111.898861,USGS-10168000,5e-04,0.188,0.0051,0.187,5e-04,0.144,0.003,0.001,0.003,0.002
nwisut.01.00000435,2000-04-14,40.61439238,-111.8429892,USGS-10167800,5e-04,0.031,0.0068,0.138,5e-04,0.204,0.003,0.001,0.003,0.002
nwisut.01.00000436,2000-04-14,40.61439238,-111.8429892,USGS-10167800,5e-04,0.064,0.01,0.124,5e-04,0.245,0.003,0.001,0.004,0.002
nwisut.01.00000437,2000-04-14,40.61439238,-111.8429892,USGS-10167800,5e-04,0.037,0.0062,0.196,5e-04,0.086,0.003,0.001,0.003,0.002
nwisut.01.00000442,2000-04-19,41.92631619,-111.8535584,USGS-10102200,5e-04,0.016,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000443,2000-04-20,40.66430556,-111.898861,USGS-10168000,5e-04,0.016,0.002,0.0209,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000461,2000-04-26,41.92631619,-111.8535584,USGS-10102200,5e-04,0.005,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000464,2000-04-28,40.66430556,-111.898861,USGS-10168000,5e-04,0.007,0.002,0.0096,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000522,2000-05-22,40.66430556,-111.898861,USGS-10168000,5e-04,0.01,0.002,0.0099,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000532,2000-05-23,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000580,2000-05-30,40.61439238,-111.8429892,USGS-10167800,5e-04,0.0314,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000643,2000-06-14,41.92631619,-111.8535584,USGS-10102200,5e-04,0.003,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000665,2000-06-20,40.66430556,-111.898861,USGS-10168000,0.005,0.022,0.0042,0.0321,5e-04,0.015,0.003,0.001,0.003,0.002
nwisut.01.00000728,2000-07-03,40.66666667,-111.866111,USGS-404000111515801,5e-04,0.032,0.0022,0.0194,5e-04,0.004,0.003,0.001,0.001,0.002
nwisut.01.00000732,2000-07-05,40.63194444,-111.8616667,USGS-403755111514201,5e-04,0.021,0.002,0.0724,5e-04,0.014,0.003,0.001,0.001,0.002
nwisut.01.00000733,2000-07-05,40.6575,-111.8766667,USGS-403927111523601,5e-04,0.015,0.0027,0.0706,5e-04,0.007,0.003,0.001,0.001,0.002
nwisut.01.00000737,2000-07-05,40.6625,-111.836111,USGS-403945111501001,5e-04,0.004,0.0036,0.0308,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000738,2000-07-05,40.72138889,-111.8433333,USGS-404317111503601,5e-04,0.004,0.002,0.0044,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000739,2000-07-06,40.1575,-111.5958333,USGS-400927111354501,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000742,2000-07-06,41.01155556,-111.9355278,USGS-410041111581101,5e-04,0.006,0.0019,0.0611,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000746,2000-07-07,40.16638889,-111.6088889,USGS-400959111363201,5e-04,0.004,0.0226,0.006,5e-04,0.022,0.003,0.001,0.001,0.002
nwisut.01.00000747,2000-07-07,40.245,-111.6727778,USGS-401442111402201,5e-04,0.007,0.0038,0.0118,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000748,2000-07-07,41.0836111,-111.931111,USGS-410501111555201,5e-04,0.021,0.0039,1.22,5e-04,0.005,0.003,0.001,0.001,0.002
nwisut.01.00000749,2000-07-07,41.08138889,-111.95,USGS-410453111570001,5e-04,0.007,0.0018,0.232,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000750,2000-07-08,40.31388889,-111.656111,USGS-401850111392201,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000751,2000-07-08,40.28138889,-111.6675,USGS-401653111400301,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000752,2000-07-09,40.74166667,-111.8313889,USGS-404430111495301,5e-04,0.097,0.0017,0.1,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000753,2000-07-09,40.73027778,-111.856111,USGS-404349111512201,5e-04,0.322,0.0018,0.0922,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000754,2000-07-09,41.04194444,-111.9472222,USGS-410231111565001,5e-04,0.0015,0.002,0.0386,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000755,2000-07-09,41.0472222,-111.9541667,USGS-410250111571501,5e-04,0.013,0.002,0.0394,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000756,2000-07-08,41.06166667,-111.9616667,USGS-410342111574201,5e-04,0.044,0.002,0.0406,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000758,2000-07-10,40.98166667,-111.8966667,USGS-405854111534801,5e-04,0.006,0.002,0.0065,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000759,2000-07-10,40.69527778,-111.833611,USGS-404143111500101,5e-04,0.012,0.0025,0.0388,5e-04,0.005,0.003,0.001,0.001,0.002
nwisut.01.00000763,2000-07-10,40.69444444,-111.8044444,USGS-404140111481601,5e-04,0.016,0.002,0.0317,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000769,2000-07-11,41.23527778,-111.9680556,USGS-411407111580501,5e-04,0.0015,0.002,0.0022,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000770,2000-07-11,41.23694444,-111.9447222,USGS-411413111564101,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000771,2000-07-11,41.23694444,-111.9294444,USGS-411413111554601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000791,2000-07-13,40.705,-111.8822222,USGS-404218111525601,5e-04,0.024,0.002,0.0252,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000811,2000-07-17,40.61439238,-111.8429892,USGS-10167800,5e-04,0.122,0.002,0.0862,5e-04,0.0075,0.003,0.001,0.001,0.002
nwisut.01.00000836,2000-07-20,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00000843,2000-07-25,40.66430556,-111.898861,USGS-10168000,5e-04,0.006,0.002,0.0751,5e-04,0.0035,0.003,0.001,0.001,0.002
nwisut.01.00001074,2000-08-17,41.92631619,-111.8535584,USGS-10102200,5e-04,0.017,0.0027,0.0516,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00001113,2000-08-21,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00001115,2000-08-23,40.89522527,-111.4018633,USGS-10130500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00001125,2000-08-30,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00001126,2000-08-30,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.0025,5e-04,0.006,0.003,0.001,0.001,0.002
nwisut.01.00001127,2000-08-30,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00001300,2000-09-12,40.61439238,-111.8429892,USGS-10167800,0.005,0.0314,0.0015,0.0134,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00001301,2000-09-15,40.66430556,-111.898861,USGS-10168000,5e-04,0.02,0.002,0.008,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00001307,2000-09-14,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.00100039,2000-10-24,40.66430556,-111.898861,USGS-10168000,0.025,0.012,0.0025,0.0143,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100060,2000-11-20,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.0045,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100123,2000-12-19,40.66430556,-111.898861,USGS-10168000,0.025,0.007,0.0025,0.0069,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100162,2001-01-16,40.66430556,-111.898861,USGS-10168000,0.025,0.022,0.0025,0.016,0.0025,0.0175,0.003,0.0025,0.0045,0.002
nwisut.01.00100166,2001-01-24,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100181,2001-02-20,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.0108,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100189,2001-02-23,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.003,0.002
nwisut.01.00100382,2001-03-13,41.92631619,-111.8535584,USGS-10102200,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100388,2001-03-18,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100438,2001-03-27,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.0205,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100477,2001-04-16,40.66430556,-111.898861,USGS-10168000,0.025,0.029,0.0025,0.0257,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100478,2001-04-18,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.045,0.002
nwisut.01.00100581,2001-05-18,40.66430556,-111.898861,USGS-10168000,0.025,0.003,0.0025,0.003,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100604,2001-05-24,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00100693,2001-06-19,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00101033,2001-07-25,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.006,0.003,0.0025,0.0045,0.002
nwisut.01.00101159,2001-08-07,42.12604658,-110.9737986,USGS-10038000,0.025,0.015,0.0025,0.0025,0.0025,0.006,0.003,0.0025,0.0045,0.002
nwisut.01.00101251,2001-08-28,40.66430556,-111.898861,USGS-10168000,0.025,0.046,0.0025,0.0244,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00101323,2001-09-13,42.12604658,-110.9737986,USGS-10038000,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00101347,2001-09-20,40.66430556,-111.898861,USGS-10168000,0.025,0.015,0.0025,0.0083,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00200080,2001-11-14,40.66430556,-111.898861,USGS-10168000,0.025,0.009,0.0025,0.0126,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisut.01.00200153,2002-01-14,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.777,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00200233,2002-03-28,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.052,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00200343,2002-05-21,40.66430556,-111.898861,USGS-10168000,0.025,0.072,0.0025,0.19,0.0024,0.018,0.003,0.0024,0.0045,0.002
nwisut.01.00200455,2002-06-27,40.66430556,-111.898861,USGS-10168000,0.025,0.008,0.0025,0.115,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00200571,2002-07-25,40.66430556,-111.898861,USGS-10168000,0.025,0.026,0.0025,0.0248,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00200687,2002-09-11,40.66430556,-111.898861,USGS-10168000,0.025,0.009,0.0025,0.0179,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00300055,2002-11-22,40.66430556,-111.898861,USGS-10168000,0.025,0.006,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00300177,2003-01-22,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00300265,2003-04-25,40.66430556,-111.898861,USGS-10168000,0.025,0.02,0.0025,0.0253,0.0024,0.0135,0.003,0.0024,0.001,0.002
nwisut.01.00300283,2003-05-15,40.66430556,-111.898861,USGS-10168000,0.025,0.004,0.0025,0.0045,0.0024,0.005,0.003,0.0024,0.0045,0.002
nwisut.01.00300352,2003-03-27,40.66430556,-111.898861,USGS-10168000,0.025,0.039,0.0025,0.115,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00300423,2003-07-22,40.66430556,-111.898861,USGS-10168000,0.025,0.012,0.0025,0.112,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00300537,2003-09-29,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.0318,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisut.01.00400034,2003-11-18,40.66430556,-111.898861,USGS-10168000,0.025,0.03,0.0025,0.0224,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisut.01.00400076,2004-01-21,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisut.01.00400113,2004-03-05,40.66430556,-111.898861,USGS-10168000,0.025,0.0205,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisut.01.00400150,2004-04-20,40.66430556,-111.898861,USGS-10168000,0.025,0.259,0.0025,0.053,0.0045,0.015,0.0075,0.005,0.006,0.002
nwisut.01.00400180,2004-05-18,40.66430556,-111.898861,USGS-10168000,0.025,0.027,0.0025,0.0083,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisut.01.00400288,2004-06-28,40.66430556,-111.898861,USGS-10168000,0.04,0.013,0.0025,0.0235,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisut.01.00400362,2004-07-26,40.66430556,-111.898861,USGS-10168000,0.025,0.019,0.0025,0.0061,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisut.01.99900174,1998-12-21,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900176,1998-12-23,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisut.01.99900289,1999-03-23,40.66430556,-111.898861,USGS-10168000,5e-04,0.005,0.002,0.0447,5e-04,0.005,0.003,0.001,0.001,0.002
nwisut.01.99900291,1999-03-24,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.003,0.003,0.001,0.001,0.002
nwisut.01.99900298,1999-03-31,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.001,5e-04,0.004,0.003,0.001,0.001,0.002
nwisut.01.99900306,1999-04-13,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.0082,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisut.01.99900311,1999-04-06,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.014,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900326,1999-04-14,41.92631619,-111.8535584,USGS-10102200,5e-04,0.018,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900332,1999-04-20,40.66430556,-111.898861,USGS-10168000,5e-04,0.006,0.002,0.03,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900333,1999-04-20,40.66430556,-111.898861,USGS-10168000,5e-04,0.037,0.015,0.184,5e-04,0.08,0.003,0.001,0.004,0.002
nwisut.01.99900341,1999-04-26,40.66430556,-111.898861,USGS-10168000,5e-04,0.011,0.002,0.0248,5e-04,0.014,0.003,0.001,0.001,0.002
nwisut.01.99900344,1999-04-28,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900359,1999-05-06,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.0039,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900375,1999-05-11,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.005,5e-04,0.012,0.003,0.001,0.001,0.002
nwisut.01.99900378,1999-05-13,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900390,1999-05-18,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.0031,5e-04,0.009,0.003,0.001,0.001,0.002
nwisut.01.99900436,1999-05-27,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.0069,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900437,1999-05-25,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900440,1999-06-03,40.66430556,-111.898861,USGS-10168000,5e-04,0.007,0.002,0.0116,5e-04,0.02,0.003,0.001,0.001,0.002
nwisut.01.99900472,1999-06-10,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.0084,5e-04,0.004,0.003,0.001,0.001,0.002
nwisut.01.99900488,1999-06-15,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.02,5e-04,0.019,0.003,0.001,0.001,0.002
nwisut.01.99900489,1999-06-15,40.61439238,-111.8429892,USGS-10167800,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900497,1999-06-21,40.66430556,-111.898861,USGS-10168000,5e-04,0.0015,0.002,0.0058,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900521,1999-06-29,40.66430556,-111.898861,USGS-10168000,5e-04,0.053,0.002,0.0052,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900557,1999-07-07,40.66430556,-111.898861,USGS-10168000,5e-04,0.222,0.002,0.168,5e-04,0.038,0.003,0.001,0.001,0.002
nwisut.01.99900558,1999-07-07,40.66430556,-111.898861,USGS-10168000,5e-04,0.295,0.002,0.343,5e-04,0.048,0.003,0.001,0.001,0.002
nwisut.01.99900563,1999-07-12,40.66430556,-111.898861,USGS-10168000,5e-04,0.017,0.002,0.0123,5e-04,0.005,0.003,0.001,0.001,0.002
nwisut.01.99900579,1999-07-13,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900743,1999-07-26,40.66430556,-111.898861,USGS-10168000,5e-04,0.007,0.002,0.0234,5e-04,0.005,0.003,0.001,0.001,0.002
nwisut.01.99900793,1999-07-29,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900812,1999-08-09,40.66430556,-111.898861,USGS-10168000,5e-04,0.011,0.002,0.0458,5e-04,0.007,0.003,0.001,0.001,0.002
nwisut.01.99900813,1999-08-10,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900824,1999-06-08,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900942,1999-08-31,40.66430556,-111.898861,USGS-10168000,5e-04,0.038,0.002,0.0297,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900943,1999-09-02,40.61439238,-111.8429892,USGS-10167800,5e-04,0.01,0.002,0.0344,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900958,1999-09-01,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99900987,1999-09-14,40.66430556,-111.898861,USGS-10168000,5e-04,0.01,0.002,0.012,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisut.01.99901000,1999-09-17,41.92631619,-111.8535584,USGS-10102200,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002353,1999-10-19,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002354,1999-11-10,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002355,1999-12-07,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002356,2000-02-03,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002357,2000-03-01,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002358,2000-03-09,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002360,2000-04-18,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002361,2000-05-11,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002362,2000-05-22,38.48679008,-78.96030749,USGS-01621050,0.01,0.0015,0.0122,0.001,5e-04,0.003,0.003,0.001,0.001,0.002
nwisva.01.00002363,2000-06-20,38.48679008,-78.96030749,USGS-01621050,0.005,0.0015,0.009,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002364,2000-06-29,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.0053,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002366,2000-07-27,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.0013,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002368,2000-08-29,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002369,2000-09-07,38.48679008,-78.96030749,USGS-01621050,0.005,0.0015,0.002,0.0018,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002370,2000-09-27,38.48679008,-78.96030749,USGS-01621050,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002371,1999-10-13,38.81289066,-77.2283158,USGS-01654000,5e-04,0.054,0.002,0.061,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002372,1999-10-25,38.81289066,-77.2283158,USGS-01654000,5e-04,0.012,0.002,0.0241,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002373,1999-11-08,38.81289066,-77.2283158,USGS-01654000,5e-04,0.013,0.002,0.0322,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisva.01.00002374,1999-11-23,38.81289066,-77.2283158,USGS-01654000,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002375,1999-12-08,38.81289066,-77.2283158,USGS-01654000,5e-04,0.035,0.0102,0.0243,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002376,1999-12-22,38.81289066,-77.2283158,USGS-01654000,5e-04,0.004,0.01,0.013,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002377,2000-01-12,38.81289066,-77.2283158,USGS-01654000,5e-04,0.008,0.002,0.0118,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002381,2000-04-27,38.81289066,-77.2283158,USGS-01654000,5e-04,0.041,0.0079,0.111,5e-04,0.0025,0.003,0.001,0.005,0.002
nwisva.01.00002382,2000-05-09,38.81289066,-77.2283158,USGS-01654000,5e-04,0.013,0.002,0.0194,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002383,2000-05-23,38.81289066,-77.2283158,USGS-01654000,5e-04,0.029,0.0047,0.18,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisva.01.00002384,2000-06-15,38.81289066,-77.2283158,USGS-01654000,5e-04,0.009,0.002,0.0425,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002385,2000-06-26,38.81289066,-77.2283158,USGS-01654000,5e-04,0.084,0.002,0.149,5e-04,0.094,0.003,0.001,0.002,0.002
nwisva.01.00002387,2000-07-25,38.81289066,-77.2283158,USGS-01654000,5e-04,0.023,0.0039,0.0675,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002388,2000-08-16,38.81289066,-77.2283158,USGS-01654000,5e-04,0.039,0.002,0.247,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00002389,2000-08-29,38.81289066,-77.2283158,USGS-01654000,5e-04,0.924,0.015,0.174,5e-04,0.015,0.003,0.001,0.005,0.002
nwisva.01.00002390,2000-09-12,38.81289066,-77.2283158,USGS-01654000,5e-04,0.008,0.0021,0.0574,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisva.01.00101300,2000-10-03,38.48679008,-78.96030749,USGS-01621050,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisva.01.00101301,2000-11-15,38.48679008,-78.96030749,USGS-01621050,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisva.01.00101302,2000-12-13,38.48679008,-78.96030749,USGS-01621050,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
